"run","case","counter","samples","mean","p50","p95","min","max","first","last"
"native-one-slot","profile-large60","Render Textures Count","721","10.0000","10.0000","10.0000","10.0000","10.0000","10.0000","10.0000"
"native-one-slot","profile-large60","Draw Calls Count","721","4.6297","5.0000","5.0000","2.0000","5.0000","5.0000","2.0000"
"native-one-slot","profile-large60","SetPass Calls Count","721","4.6297","5.0000","5.0000","2.0000","5.0000","5.0000","2.0000"
"native-one-slot","profile-large60","Batches Count","721","4.6297","5.0000","5.0000","2.0000","5.0000","5.0000","2.0000"
"native-one-slot","profile-large60","Gfx.UpdateAsyncReadbackData","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","Gfx.RequestAsyncReadbackData","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","VFX.ParticleSystem.BatchReadbackCount","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","VFX.ParticleSystem.BatchReadbackBounds","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","Terrain.ReadbackHeightmap","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","ClothScene.ReadbackJob","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","Gfx.ReadbackImage","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-large60","GC.Collect","721","183936.4771","171600.0000","256700.0000","84200.0000","1654100.0000","1654100.0000","161500.0000"
"native-one-slot","profile-large60","Main Thread","721","16645226.0749","16664200.0000","16670700.0000","0.0000","17310100.0000","0.0000","16665100.0000"
"native-one-slot","profile-large60","Graphics.Blit","721","51342.8571","50900.0000","78800.0000","0.0000","101400.0000","0.0000","24300.0000"
"native-one-slot","profile-large60","EarlyUpdate.UpdateAsyncReadbackManager","721","69986.5465","63700.0000","112000.0000","0.0000","134600.0000","0.0000","62800.0000"
"native-one-slot","profile-small60","GC Allocated In Frame","721","924110.8932","922164.0000","922164.0000","921792.0000","2351866.0000","2351866.0000","922164.0000"
"native-one-slot","profile-small60","GC Used Memory","721","4033276.0943","4034560.0000","4034560.0000","3108864.0000","4034560.0000","3108864.0000","4034560.0000"
"native-one-slot","profile-small60","GC Reserved Memory","721","5944369.7087","5947392.0000","5947392.0000","3768320.0000","5947392.0000","3768320.0000","5947392.0000"
"native-one-slot","profile-small60","Total Used Memory","721","61463728.1623","61465031.0000","61465031.0000","60539335.0000","61465031.0000","60539335.0000","61465031.0000"
"native-one-slot","profile-small60","Total Reserved Memory","721","199065078.7087","199068101.0000","199068101.0000","196889029.0000","199068101.0000","196889029.0000","199068101.0000"
"native-one-slot","profile-small60","Gfx Used Memory","721","16165317.0000","16165317.0000","16165317.0000","16165317.0000","16165317.0000","16165317.0000","16165317.0000"
"native-one-slot","profile-small60","Render Textures Bytes","721","9220440.0000","9220440.0000","9220440.0000","9220440.0000","9220440.0000","9220440.0000","9220440.0000"
"native-one-slot","profile-small60","Render Textures Count","721","10.0000","10.0000","10.0000","10.0000","10.0000","10.0000","10.0000"
"native-one-slot","profile-small60","Draw Calls Count","721","4.7087","5.0000","5.0000","2.0000","5.0000","5.0000","5.0000"
"native-one-slot","profile-small60","SetPass Calls Count","721","4.7087","5.0000","5.0000","2.0000","5.0000","5.0000","5.0000"
"native-one-slot","profile-small60","Batches Count","721","4.7087","5.0000","5.0000","2.0000","5.0000","5.0000","5.0000"
"native-one-slot","profile-small60","Gfx.UpdateAsyncReadbackData","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","Gfx.RequestAsyncReadbackData","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","VFX.ParticleSystem.BatchReadbackCount","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","VFX.ParticleSystem.BatchReadbackBounds","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","Terrain.ReadbackHeightmap","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","ClothScene.ReadbackJob","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","Gfx.ReadbackImage","721","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000"
"native-one-slot","profile-small60","GC.Collect","721","167873.2316","154500.0000","209800.0000","80500.0000","6157900.0000","1481900.0000","142800.0000"
"native-one-slot","profile-small60","Main Thread","721","16646653.1207","16664500.0000","16671100.0000","0.0000","17558400.0000","0.0000","16663500.0000"
"native-one-slot","profile-small60","Graphics.Blit","721","45274.2025","45100.0000","66300.0000","0.0000","235400.0000","0.0000","43600.0000"
"native-one-slot","profile-small60","EarlyUpdate.UpdateAsyncReadbackManager","721","51513.1761","46700.0000","86200.0000","0.0000","120200.0000","0.0000","46600.0000"
